Year,State,District,Crop,Season,Area(in Hectares),Production(in Tonnes)
2000,ANDHRA PRADESH                ,EAST GODAVARI,Mesta,Kharif,4,35
2000,ANDHRA PRADESH                ,EAST GODAVARI,Moong,Kharif,45,20
2000,ANDHRA PRADESH                ,EAST GODAVARI,Moong,Rabi,60630,13824
2000,ANDHRA PRADESH                ,EAST GODAVARI,Niger seed,Kharif,336,113
2000,ANDHRA PRADESH                ,EAST GODAVARI,Onion,Whole year,175,2924
2000,ANDHRA PRADESH                ,EAST GODAVARI,Other  Rabi pulses,Rabi,571,277
2000,ANDHRA PRADESH                ,EAST GODAVARI,Other Kharif pulses,Kharif,16,7
2000,ANDHRA PRADESH                ,EAST GODAVARI,other misc. pulses,Rabi,11,1
2000,ANDHRA PRADESH                ,EAST GODAVARI,Ragi,Kharif,439,416
2000,ANDHRA PRADESH                ,EAST GODAVARI,Ragi,Rabi,26,47
2000,ANDHRA PRADESH                ,EAST GODAVARI,Rice,Kharif,253966,683423
2000,ANDHRA PRADESH                ,EAST GODAVARI,Rice,Rabi,162861,683202
2000,ANDHRA PRADESH                ,EAST GODAVARI,Samai,Kharif,1579,511
2000,ANDHRA PRADESH                ,EAST GODAVARI,Sesamum,Kharif,2560,417
2000,ANDHRA PRADESH                ,EAST GODAVARI,Sesamum,Rabi,1282,236
2000,ANDHRA PRADESH                ,EAST GODAVARI,Sugarcane,Whole year,14772,1313615
2000,ANDHRA PRADESH                ,EAST GODAVARI,Sunflower,Kharif,76,84
2000,ANDHRA PRADESH                ,EAST GODAVARI,Tapioca,Whole year,20435,159148
2000,ANDHRA PRADESH                ,EAST GODAVARI,Tobacco,Whole year,5654,9185
2000,ANDHRA PRADESH                ,EAST GODAVARI,Turmeric,Whole year,282,1266
2000,ANDHRA PRADESH                ,EAST GODAVARI,Urad,Kharif,196,12
2000,ANDHRA PRADESH                ,EAST GODAVARI,Urad,Rabi,60611,41034
2000,ANDHRA PRADESH                ,GUNTUR,Arhar,Kharif,42388,16786
2000,ANDHRA PRADESH                ,GUNTUR,Arhar,Rabi,1115,442
2000,ANDHRA PRADESH                ,GUNTUR,Bajra,Kharif,406,550
2000,ANDHRA PRADESH                ,GUNTUR,Bajra,Rabi,31,42
2000,ANDHRA PRADESH                ,GUNTUR,Castor seed,Kharif,3720,1038
2000,ANDHRA PRADESH                ,GUNTUR,Coconut ('000 Nuts),Whole year,519,5555
2000,ANDHRA PRADESH                ,GUNTUR,Coriander,Whole year,35,26
2000,ANDHRA PRADESH                ,GUNTUR,Cotton(lint),Kharif,125251,252712
2000,ANDHRA PRADESH                ,GUNTUR,Dry chillies,Whole year,50958,149335
2000,ANDHRA PRADESH                ,GUNTUR,Gram,Rabi,1452,3453
2000,ANDHRA PRADESH                ,GUNTUR,Groundnut,Kharif,255,278
2000,ANDHRA PRADESH                ,GUNTUR,Groundnut,Rabi,3984,8956
2000,ANDHRA PRADESH                ,GUNTUR,Horse-gram,Rabi,6,1
2000,ANDHRA PRADESH                ,GUNTUR,Jowar,Kharif,181,67
2000,ANDHRA PRADESH                ,GUNTUR,Jowar,Rabi,718,626
2000,ANDHRA PRADESH                ,GUNTUR,Maize,Kharif,5281,13752
2000,ANDHRA PRADESH                ,GUNTUR,Maize,Rabi,4516,24314
2000,ANDHRA PRADESH                ,GUNTUR,Moong,Kharif,20785,14612
2000,ANDHRA PRADESH                ,GUNTUR,Moong,Rabi,6920,2318
2000,ANDHRA PRADESH                ,GUNTUR,Onion,Whole year,1192,20039
2000,ANDHRA PRADESH                ,GUNTUR,Ragi,Rabi,23,42
2000,ANDHRA PRADESH                ,GUNTUR,Rapeseed &Mustard,Rabi,1331,98
2000,ANDHRA PRADESH                ,GUNTUR,Rice,Kharif,292899,987363
2000,ANDHRA PRADESH                ,GUNTUR,Rice,Rabi,12692,49600
2000,ANDHRA PRADESH                ,GUNTUR,Sesamum,Kharif,16160,3749
2000,ANDHRA PRADESH                ,GUNTUR,Sesamum,Rabi,290,61
2000,ANDHRA PRADESH                ,GUNTUR,Sugarcane,Whole year,1696,135426
2000,ANDHRA PRADESH                ,GUNTUR,Turmeric,Whole year,4902,25647
2000,ANDHRA PRADESH                ,GUNTUR,Urad,Kharif,9324,550
2000,ANDHRA PRADESH                ,GUNTUR,Urad,Rabi,165179,128840
2000,ANDHRA PRADESH                ,GUNTUR,Varagu,Rabi,89,67
2000,ANDHRA PRADESH                ,HYDERABAD,Rice,Kharif,16,46
2000,ANDHRA PRADESH                ,KARIMNAGAR,Arhar,Kharif,5991,2145
2000,ANDHRA PRADESH                ,KARIMNAGAR,Arhar,Rabi,548,196
2000,ANDHRA PRADESH                ,KARIMNAGAR,Bajra,Rabi,764,458
2000,ANDHRA PRADESH                ,KARIMNAGAR,Castor seed,Kharif,285,100
2000,ANDHRA PRADESH                ,KARIMNAGAR,Coriander,Whole year,33,9
2000,ANDHRA PRADESH                ,KARIMNAGAR,Cotton(lint),Kharif,66576,166048
2000,ANDHRA PRADESH                ,KARIMNAGAR,Dry chillies,Whole year,11963,26577
2000,ANDHRA PRADESH                ,KARIMNAGAR,Gram,Rabi,493,354
2000,ANDHRA PRADESH                ,KARIMNAGAR,Groundnut,Kharif,5537,3295
2000,ANDHRA PRADESH                ,KARIMNAGAR,Groundnut,Rabi,16415,31468
2000,ANDHRA PRADESH                ,KARIMNAGAR,Horse-gram,Kharif,1,1
2000,ANDHRA PRADESH                ,KARIMNAGAR,Horse-gram,Rabi,1051,206
2000,ANDHRA PRADESH                ,KARIMNAGAR,Jowar,Kharif,202,146
2000,ANDHRA PRADESH                ,KARIMNAGAR,Jowar,Rabi,1323,1429
2000,ANDHRA PRADESH                ,KARIMNAGAR,Maize,Kharif,80327,257689
2000,ANDHRA PRADESH                ,KARIMNAGAR,Maize,Rabi,33249,167741
2000,ANDHRA PRADESH                ,KARIMNAGAR,Moong,Kharif,35716,14036
2000,ANDHRA PRADESH                ,KARIMNAGAR,Moong,Rabi,149,50
2000,ANDHRA PRADESH                ,KARIMNAGAR,Onion,Whole year,707,16730
2000,ANDHRA PRADESH                ,KARIMNAGAR,Other  Rabi pulses,Rabi,393,131
2000,ANDHRA PRADESH                ,KARIMNAGAR,Other Kharif pulses,Kharif,1409,464
2000,ANDHRA PRADESH                ,KARIMNAGAR,other misc. pulses,Kharif,698,314
2000,ANDHRA PRADESH                ,KARIMNAGAR,other misc. pulses,Rabi,153,21
2000,ANDHRA PRADESH                ,KARIMNAGAR,Rice,Kharif,162729,508854
2000,ANDHRA PRADESH                ,KARIMNAGAR,Rice,Rabi,108608,376544
2000,ANDHRA PRADESH                ,KARIMNAGAR,Sesamum,Kharif,415,64
2000,ANDHRA PRADESH                ,KARIMNAGAR,Sesamum,Rabi,3095,600
2000,ANDHRA PRADESH                ,KARIMNAGAR,Sugarcane,Whole year,2243,116063
2000,ANDHRA PRADESH                ,KARIMNAGAR,Sunflower,Kharif,889,1352
2000,ANDHRA PRADESH                ,KARIMNAGAR,Tobacco,Whole year,1568,1813
2000,ANDHRA PRADESH                ,KARIMNAGAR,Turmeric,Whole year,14963,81144
2000,ANDHRA PRADESH                ,KARIMNAGAR,Urad,Kharif,12,4
2000,ANDHRA PRADESH                ,KARIMNAGAR,Urad,Rabi,51,27
2000,ANDHRA PRADESH                ,KARIMNAGAR,Wheat,Rabi,171,98
2000,ANDHRA PRADESH                ,KHAMMAM,Arhar,Kharif,25490,13867
2000,ANDHRA PRADESH                ,KHAMMAM,Arhar,Rabi,902,491
2000,ANDHRA PRADESH                ,KHAMMAM,Bajra,Kharif,221,133
2000,ANDHRA PRADESH                ,KHAMMAM,Bajra,Rabi,91,55
2000,ANDHRA PRADESH                ,KHAMMAM,Castor seed,Kharif,16,6
2000,ANDHRA PRADESH                ,KHAMMAM,Coconut ('000 Nuts),Whole year,1074,11107
2000,ANDHRA PRADESH                ,KHAMMAM,Cotton(lint),Kharif,82875,192075
2000,ANDHRA PRADESH                ,KHAMMAM,Dry chillies,Whole year,23692,70877
2000,ANDHRA PRADESH                ,KHAMMAM,Gram,Rabi,27,19
2000,ANDHRA PRADESH                ,KHAMMAM,Groundnut,Kharif,1115,756
2000,ANDHRA PRADESH                ,KHAMMAM,Groundnut,Rabi,6336,10036
2000,ANDHRA PRADESH                ,KHAMMAM,Horse-gram,Rabi,658,129
2000,ANDHRA PRADESH                ,KHAMMAM,Jowar,Kharif,1240,1168
2000,ANDHRA PRADESH                ,KHAMMAM,Jowar,Rabi,11418,6794
2000,ANDHRA PRADESH                ,KHAMMAM,Maize,Kharif,18985,56575
2000,ANDHRA PRADESH                ,KHAMMAM,Maize,Rabi,2074,9526
2000,ANDHRA PRADESH                ,KHAMMAM,Mesta,Kharif,32,282
2000,ANDHRA PRADESH                ,KHAMMAM,Moong,Kharif,29743,18500
2000,ANDHRA PRADESH                ,KHAMMAM,Moong,Rabi,2377,796
2000,ANDHRA PRADESH                ,KHAMMAM,Onion,Whole year,5,126
2000,ANDHRA PRADESH                ,KHAMMAM,Other  Rabi pulses,Rabi,4978,2269
2000,ANDHRA PRADESH                ,KHAMMAM,Other Kharif pulses,Kharif,51,7
2000,ANDHRA PRADESH                ,KHAMMAM,other misc. pulses,Rabi,49,7
2000,ANDHRA PRADESH                ,KHAMMAM,Ragi,Kharif,15,15
2000,ANDHRA PRADESH                ,KHAMMAM,Ragi,Rabi,4,7
2000,ANDHRA PRADESH                ,KHAMMAM,Rapeseed &Mustard,Rabi,25,6
2000,ANDHRA PRADESH                ,KHAMMAM,Rice,Kharif,172538,470856
2000,ANDHRA PRADESH                ,KHAMMAM,Rice,Rabi,10773,33439
2000,ANDHRA PRADESH                ,KHAMMAM,Samai,Kharif,36,18
2000,ANDHRA PRADESH                ,KHAMMAM,Sesamum,Kharif,7554,1186
2000,ANDHRA PRADESH                ,KHAMMAM,Sesamum,Rabi,967,188
2000,ANDHRA PRADESH                ,KHAMMAM,Sugarcane,Whole year,3748,295196
2000,ANDHRA PRADESH                ,KHAMMAM,Sunflower,Kharif,81,66
2000,ANDHRA PRADESH                ,KHAMMAM,Tobacco,Whole year,2741,5316
2000,ANDHRA PRADESH                ,KHAMMAM,Turmeric,Whole year,771,3877
2000,ANDHRA PRADESH                ,KHAMMAM,Urad,Kharif,516,184
2000,ANDHRA PRADESH                ,KHAMMAM,Urad,Rabi,6048,4627
2000,ANDHRA PRADESH                ,KRISHNA,Arecanut,Whole year,4,11
2000,ANDHRA PRADESH                ,KRISHNA,Arhar,Kharif,9762,6316
2000,ANDHRA PRADESH                ,KRISHNA,Arhar,Rabi,65,42
2000,ANDHRA PRADESH                ,KRISHNA,Bajra,Kharif,1,1
2000,ANDHRA PRADESH                ,KRISHNA,Castor seed,Kharif,14,4
2000,ANDHRA PRADESH                ,KRISHNA,Coconut ('000 Nuts),Whole year,1520,16273
2000,ANDHRA PRADESH                ,KRISHNA,Cotton(lint),Kharif,29437,64069
2000,ANDHRA PRADESH                ,KRISHNA,Dry chillies,Whole year,10939,34115
2000,ANDHRA PRADESH                ,KRISHNA,Gram,Rabi,4,10
2000,ANDHRA PRADESH                ,KRISHNA,Groundnut,Kharif,2979,2333
2000,ANDHRA PRADESH                ,KRISHNA,Groundnut,Rabi,5937,14065
2000,ANDHRA PRADESH                ,KRISHNA,Horse-gram,Rabi,640,135
2000,ANDHRA PRADESH                ,KRISHNA,Jowar,Kharif,2,1
2000,ANDHRA PRADESH                ,KRISHNA,Jowar,Rabi,65,27
2000,ANDHRA PRADESH                ,KRISHNA,Maize,Kharif,7375,19205
2000,ANDHRA PRADESH                ,KRISHNA,Maize,Rabi,3009,16200
2000,ANDHRA PRADESH                ,KRISHNA,Moong,Kharif,25281,7003
2000,ANDHRA PRADESH                ,KRISHNA,Moong,Rabi,2748,1333
2000,ANDHRA PRADESH                ,KRISHNA,Onion,Whole year,62,1051
2000,ANDHRA PRADESH                ,KRISHNA,Other  Rabi pulses,Rabi,1,0
2000,ANDHRA PRADESH                ,KRISHNA,Rapeseed &Mustard,Rabi,263,19
2000,ANDHRA PRADESH                ,KRISHNA,Rice,Kharif,281343,868787
2000,ANDHRA PRADESH                ,KRISHNA,Rice,Rabi,112917,408308
2000,ANDHRA PRADESH                ,KRISHNA,Sesamum,Kharif,3292,764
2000,ANDHRA PRADESH                ,KRISHNA,Sesamum,Rabi,470,98
2000,ANDHRA PRADESH                ,KRISHNA,Sugarcane,Whole year,12658,1382481
2000,ANDHRA PRADESH                ,KRISHNA,Sunflower,Kharif,58,77
2000,ANDHRA PRADESH                ,KRISHNA,Tapioca,Whole year,4,31
2000,ANDHRA PRADESH                ,KRISHNA,Tobacco,Whole year,2669,7177
2000,ANDHRA PRADESH                ,KRISHNA,Turmeric,Whole year,2713,12184
2000,ANDHRA PRADESH                ,KRISHNA,Urad,Kharif,4526,267
2000,ANDHRA PRADESH                ,KRISHNA,Urad,Rabi,99735,107614
2000,ANDHRA PRADESH                ,KURNOOL,Arhar,Kharif,38108,16996
2000,ANDHRA PRADESH                ,KURNOOL,Arhar,Rabi,336,150
2000,ANDHRA PRADESH                ,KURNOOL,Bajra,Kharif,18718,15199
2000,ANDHRA PRADESH                ,KURNOOL,Bajra,Rabi,504,409
2000,ANDHRA PRADESH                ,KURNOOL,Castor seed,Kharif,19382,5891
2000,ANDHRA PRADESH                ,KURNOOL,Coconut ('000 Nuts),Whole year,99,425
2000,ANDHRA PRADESH                ,KURNOOL,Coriander,Whole year,19621,6632
2000,ANDHRA PRADESH                ,KURNOOL,Cotton(lint),Kharif,118754,159270
2000,ANDHRA PRADESH                ,KURNOOL,Dry chillies,Whole year,13341,14999
2000,ANDHRA PRADESH                ,KURNOOL,Gram,Rabi,65865,57437
2000,ANDHRA PRADESH                ,KURNOOL,Groundnut,Kharif,207639,204317
2000,ANDHRA PRADESH                ,KURNOOL,Groundnut,Rabi,33563,61521
2000,ANDHRA PRADESH                ,KURNOOL,Horse-gram,Kharif,32,16
2000,ANDHRA PRADESH                ,KURNOOL,Horse-gram,Rabi,1361,287
2000,ANDHRA PRADESH                ,KURNOOL,Jowar,Kharif,7662,11953
2000,ANDHRA PRADESH                ,KURNOOL,Jowar,Rabi,86644,105792
2000,ANDHRA PRADESH                ,KURNOOL,Korra,Kharif,24947,17338
2000,ANDHRA PRADESH                ,KURNOOL,Korra,Rabi,39,27
2000,ANDHRA PRADESH                ,KURNOOL,Linseed,Rabi,6,1
2000,ANDHRA PRADESH                ,KURNOOL,Maize,Kharif,2635,6862
2000,ANDHRA PRADESH                ,KURNOOL,Maize,Rabi,175,942
2000,ANDHRA PRADESH                ,KURNOOL,Moong,Kharif,8588,3813
2000,ANDHRA PRADESH                ,KURNOOL,Moong,Rabi,274,92
2000,ANDHRA PRADESH                ,KURNOOL,Niger seed,Kharif,12,4
2000,ANDHRA PRADESH                ,KURNOOL,Onion,Whole year,9662,150575
2000,ANDHRA PRADESH                ,KURNOOL,Other  Rabi pulses,Rabi,26,9
2000,ANDHRA PRADESH                ,KURNOOL,Other Kharif pulses,Kharif,349,62
2000,ANDHRA PRADESH                ,KURNOOL,other misc. pulses,Kharif,75,17
2000,ANDHRA PRADESH                ,KURNOOL,other misc. pulses,Rabi,12,2
2000,ANDHRA PRADESH                ,KURNOOL,Ragi,Kharif,43,70
2000,ANDHRA PRADESH                ,KURNOOL,Rapeseed &Mustard,Rabi,2610,903
2000,ANDHRA PRADESH                ,KURNOOL,Rice,Kharif,93188,307427
2000,ANDHRA PRADESH                ,KURNOOL,Rice,Rabi,13909,38083
2000,ANDHRA PRADESH                ,KURNOOL,Safflower,Rabi,3374,1140
2000,ANDHRA PRADESH                ,KURNOOL,Samai,Kharif,22,14
2000,ANDHRA PRADESH                ,KURNOOL,Sesamum,Kharif,365,85
2000,ANDHRA PRADESH                ,KURNOOL,Sesamum,Rabi,126,26
2000,ANDHRA PRADESH                ,KURNOOL,Sugarcane,Whole year,47,3379
2000,ANDHRA PRADESH                ,KURNOOL,Sunflower,Kharif,98381,76276
2000,ANDHRA PRADESH                ,KURNOOL,Tobacco,Whole year,13264,16890
2000,ANDHRA PRADESH                ,KURNOOL,Turmeric,Whole year,1324,9221
2000,ANDHRA PRADESH                ,KURNOOL,Urad,Kharif,2971,175
2000,ANDHRA PRADESH                ,KURNOOL,Urad,Rabi,2465,1982
2000,ANDHRA PRADESH                ,KURNOOL,Wheat,Rabi,850,484
2000,ANDHRA PRADESH                ,MAHABOOBNAGAR,Arhar,Kharif,65889,28530
2000,ANDHRA PRADESH                ,MAHABOOBNAGAR,Bajra,Kharif,17965,11013
2000,ANDHRA PRADESH                ,MAHABOOBNAGAR,Bajra,Rabi,594,364
2000,ANDHRA PRADESH                ,MAHABOOBNAGAR,Castor seed,Kharif,231033,88024
2000,ANDHRA PRADESH                ,MAHABOOBNAGAR,Coconut ('000 Nuts),Whole year,17,179
2000,ANDHRA PRADESH                ,MAHABOOBNAGAR,Coriander,Whole year,232,60
2000,ANDHRA PRADESH                ,MAHABOOBNAGAR,Cotton(lint),Kharif,40492,60976
2000,ANDHRA PRADESH                ,MAHABOOBNAGAR,Dry chillies,Whole year,12041,15761
2000,ANDHRA PRADESH                ,MAHABOOBNAGAR,Gram,Rabi,4953,3557
2000,ANDHRA PRADESH                ,MAHABOOBNAGAR,Groundnut,Kharif,71653,50444
2000,ANDHRA PRADESH                ,MAHABOOBNAGAR,Groundnut,Rabi,38927,47686
2000,ANDHRA PRADESH                ,MAHABOOBNAGAR,Horse-gram,Kharif,7324,3428
2000,ANDHRA PRADESH                ,MAHABOOBNAGAR,Horse-gram,Rabi,2728,535
2000,ANDHRA PRADESH                ,MAHABOOBNAGAR,Jowar,Kharif,127417,96837
2000,ANDHRA PRADESH                ,MAHABOOBNAGAR,Jowar,Rabi,50338,35237
2000,ANDHRA PRADESH                ,MAHABOOBNAGAR,Korra,Kharif,2471,2392
2000,ANDHRA PRADESH                ,MAHABOOBNAGAR,Maize,Kharif,47991,72706
2000,ANDHRA PRADESH                ,MAHABOOBNAGAR,Maize,Rabi,644,2958
2000,ANDHRA PRADESH                ,MAHABOOBNAGAR,Mesta,Kharif,65,574
2000,ANDHRA PRADESH                ,MAHABOOBNAGAR,Moong,Kharif,42800,2012
2000,ANDHRA PRADESH                ,MAHABOOBNAGAR,Moong,Rabi,13,4
2000,ANDHRA PRADESH                ,MAHABOOBNAGAR,Onion,Whole year,2693,41163
2000,ANDHRA PRADESH                ,MAHABOOBNAGAR,Other  Rabi pulses,Rabi,142,19
2000,ANDHRA PRADESH                ,MAHABOOBNAGAR,Other Kharif pulses,Kharif,1201,239
2000,ANDHRA PRADESH                ,MAHABOOBNAGAR,other misc. pulses,Kharif,553,145
2000,ANDHRA PRADESH                ,MAHABOOBNAGAR,other misc. pulses,Rabi,142,19
2000,ANDHRA PRADESH                ,MAHABOOBNAGAR,Ragi,Kharif,13422,14133
2000,ANDHRA PRADESH                ,MAHABOOBNAGAR,Ragi,Rabi,1182,2047
2000,ANDHRA PRADESH                ,MAHABOOBNAGAR,Rice,Kharif,116763,290973
2000,ANDHRA PRADESH                ,MAHABOOBNAGAR,Rice,Rabi,49701,140455
2000,ANDHRA PRADESH                ,MAHABOOBNAGAR,Safflower,Rabi,1588,694
2000,ANDHRA PRADESH                ,MAHABOOBNAGAR,Samai,Kharif,249,123
2000,ANDHRA PRADESH                ,MAHABOOBNAGAR,Samai,Rabi,74,38
2000,ANDHRA PRADESH                ,MAHABOOBNAGAR,Sesamum,Kharif,1508,232
2000,ANDHRA PRADESH                ,MAHABOOBNAGAR,Sunflower,Kharif,18468,10902
2000,ANDHRA PRADESH                ,MAHABOOBNAGAR,Tapioca,Whole year,1,8
2000,ANDHRA PRADESH                ,MAHABOOBNAGAR,Tobacco,Whole year,3870,5449
2000,ANDHRA PRADESH                ,MAHABOOBNAGAR,Turmeric,Whole year,141,709
2000,ANDHRA PRADESH                ,MAHABOOBNAGAR,Urad,Kharif,1796,641
2000,ANDHRA PRADESH                ,MAHABOOBNAGAR,Urad,Rabi,6,3
2000,ANDHRA PRADESH                ,MAHABOOBNAGAR,Wheat,Rabi,315,179
2000,ANDHRA PRADESH                ,MEDAK,Arhar,Kharif,21180,6756
2000,ANDHRA PRADESH                ,MEDAK,Bajra,Kharif,1077,646
2000,ANDHRA PRADESH                ,MEDAK,Castor seed,Kharif,1116,391
2000,ANDHRA PRADESH                ,MEDAK,Coconut ('000 Nuts),Whole year,12,123
2000,ANDHRA PRADESH                ,MEDAK,Coriander,Whole year,3418,892
2000,ANDHRA PRADESH                ,MEDAK,Cotton(lint),Kharif,10571,17038
2000,ANDHRA PRADESH                ,MEDAK,Dry chillies,Whole year,8413,9953
2000,ANDHRA PRADESH                ,MEDAK,Gram,Rabi,18996,14209
2000,ANDHRA PRADESH                ,MEDAK,Groundnut,Kharif,2196,1006
2000,ANDHRA PRADESH                ,MEDAK,Groundnut,Rabi,4320,6960
2000,ANDHRA PRADESH                ,MEDAK,Horse-gram,Kharif,57,28
2000,ANDHRA PRADESH                ,MEDAK,Horse-gram,Rabi,732,143
2000,ANDHRA PRADESH                ,MEDAK,Jowar,Kharif,49947,48299
2000,ANDHRA PRADESH                ,MEDAK,Jowar,Rabi,38215,23846
2000,ANDHRA PRADESH                ,MEDAK,Korra,Kharif,16,15
2000,ANDHRA PRADESH                ,MEDAK,Linseed,Rabi,1106,292
2000,ANDHRA PRADESH                ,MEDAK,Maize,Kharif,100242,188756
2000,ANDHRA PRADESH                ,MEDAK,Maize,Rabi,2223,10210
2000,ANDHRA PRADESH                ,MEDAK,Mesta,Kharif,34,300
2000,ANDHRA PRADESH                ,MEDAK,Moong,Kharif,51831,18607
2000,ANDHRA PRADESH                ,MEDAK,Moong,Rabi,71,24
2000,ANDHRA PRADESH                ,MEDAK,Onion,Whole year,3337,73540
2000,ANDHRA PRADESH                ,MEDAK,Other  Rabi pulses,Rabi,1224,428
2000,ANDHRA PRADESH                ,MEDAK,Other Kharif pulses,Kharif,3240,585
2000,ANDHRA PRADESH                ,MEDAK,other misc. pulses,Kharif,1396,366
2000,ANDHRA PRADESH                ,MEDAK,other misc. pulses,Rabi,753,212
2000,ANDHRA PRADESH                ,MEDAK,Potato,Whole year,1202,4512
2000,ANDHRA PRADESH                ,MEDAK,Ragi,Kharif,74,76
2000,ANDHRA PRADESH                ,MEDAK,Rapeseed &Mustard,Rabi,5,1
2000,ANDHRA PRADESH                ,MEDAK,Rice,Kharif,85328,214003
2000,ANDHRA PRADESH                ,MEDAK,Rice,Rabi,37841,122226
2000,ANDHRA PRADESH                ,MEDAK,Safflower,Rabi,4694,2056
2000,ANDHRA PRADESH                ,MEDAK,Sesamum,Kharif,2949,454
2000,ANDHRA PRADESH                ,MEDAK,Sesamum,Rabi,175,34
2000,ANDHRA PRADESH                ,MEDAK,Sugarcane,Whole year,38027,2083967
2000,ANDHRA PRADESH                ,MEDAK,Sunflower,Kharif,5611,4052
2000,ANDHRA PRADESH                ,MEDAK,Turmeric,Whole year,2382,11979
2000,ANDHRA PRADESH                ,MEDAK,Urad,Kharif,28366,8481
2000,ANDHRA PRADESH                ,MEDAK,Urad,Rabi,2,1
2000,ANDHRA PRADESH                ,MEDAK,Wheat,Rabi,3828,2182
2000,ANDHRA PRADESH                ,NALGONDA,Arhar,Kharif,29954,9226
2000,ANDHRA PRADESH                ,NALGONDA,Arhar,Rabi,46,14
2000,ANDHRA PRADESH                ,NALGONDA,Bajra,Kharif,16133,9438
2000,ANDHRA PRADESH                ,NALGONDA,Bajra,Rabi,5,3
2000,ANDHRA PRADESH                ,NALGONDA,Castor seed,Kharif,82927,21396
2000,ANDHRA PRADESH                ,NALGONDA,Coconut ('000 Nuts),Whole year,20,202
2000,ANDHRA PRADESH                ,NALGONDA,Coriander,Whole year,470,123
2000,ANDHRA PRADESH                ,NALGONDA,Cotton(lint),Kharif,97120,86837
2000,ANDHRA PRADESH                ,NALGONDA,Dry chillies,Whole year,9258,11268
2000,ANDHRA PRADESH                ,NALGONDA,Gram,Rabi,229,164
2000,ANDHRA PRADESH                ,NALGONDA,Groundnut,Kharif,32674,18493
2000,ANDHRA PRADESH                ,NALGONDA,Groundnut,Rabi,12943,18923
2000,ANDHRA PRADESH                ,NALGONDA,Horse-gram,Rabi,1982,388
2000,ANDHRA PRADESH                ,NALGONDA,Jowar,Kharif,11924,6677
2000,ANDHRA PRADESH                ,NALGONDA,Jowar,Rabi,6788,1568
2000,ANDHRA PRADESH                ,NALGONDA,Maize,Kharif,2639,6777
2000,ANDHRA PRADESH                ,NALGONDA,Maize,Rabi,145,666
2000,ANDHRA PRADESH                ,NALGONDA,Mesta,Kharif,4,35
2000,ANDHRA PRADESH                ,NALGONDA,Moong,Kharif,51862,17996
2000,ANDHRA PRADESH                ,NALGONDA,Onion,Whole year,7,176
2000,ANDHRA PRADESH                ,NALGONDA,Other  Rabi pulses,Rabi,784,360
2000,ANDHRA PRADESH                ,NALGONDA,Other Kharif pulses,Kharif,4,0
2000,ANDHRA PRADESH                ,NALGONDA,Ragi,Rabi,8,14
2000,ANDHRA PRADESH                ,NALGONDA,Rice,Kharif,176488,560173
2000,ANDHRA PRADESH                ,NALGONDA,Rice,Rabi,85813,236243
2000,ANDHRA PRADESH                ,NALGONDA,Safflower,Rabi,237,104
2000,ANDHRA PRADESH                ,NALGONDA,Sesamum,Kharif,7834,987
2000,ANDHRA PRADESH                ,NALGONDA,Sugarcane,Whole year,112,2573
2000,ANDHRA PRADESH                ,NALGONDA,Sunflower,Kharif,1047,835
2000,ANDHRA PRADESH                ,NALGONDA,Turmeric,Whole year,47,236
2000,ANDHRA PRADESH                ,NALGONDA,Urad,Rabi,6113,1803
2000,ANDHRA PRADESH                ,NELLORE,Arhar,Kharif,2063,1143
2000,ANDHRA PRADESH                ,NELLORE,Arhar,Rabi,894,495
2000,ANDHRA PRADESH                ,NELLORE,Bajra,Kharif,3048,5617
2000,ANDHRA PRADESH                ,NELLORE,Bajra,Rabi,21,39
2000,ANDHRA PRADESH                ,NELLORE,Castor seed,Kharif,316,96
2000,ANDHRA PRADESH                ,NELLORE,Coconut ('000 Nuts),Whole year,422,4516
2000,ANDHRA PRADESH                ,NELLORE,Coriander,Whole year,125,93
2000,ANDHRA PRADESH                ,NELLORE,Cotton(lint),Kharif,7628,14403
2000,ANDHRA PRADESH                ,NELLORE,Dry chillies,Whole year,2520,7911
2000,ANDHRA PRADESH                ,NELLORE,Gram,Rabi,654,1555
2000,ANDHRA PRADESH                ,NELLORE,Groundnut,Kharif,3796,5413
2000,ANDHRA PRADESH                ,NELLORE,Groundnut,Rabi,6809,13598
2000,ANDHRA PRADESH                ,NELLORE,Horse-gram,Kharif,28,14
2000,ANDHRA PRADESH                ,NELLORE,Horse-gram,Rabi,754,159
2000,ANDHRA PRADESH                ,NELLORE,Jowar,Kharif,20,7
2000,ANDHRA PRADESH                ,NELLORE,Jowar,Rabi,1190,1484
2000,ANDHRA PRADESH                ,NELLORE,Maize,Kharif,51,133
2000,ANDHRA PRADESH                ,NELLORE,Maize,Rabi,273,1470
2000,ANDHRA PRADESH                ,NELLORE,Mesta,Kharif,6,53
2000,ANDHRA PRADESH                ,NELLORE,Moong,Kharif,943,419
2000,ANDHRA PRADESH                ,NELLORE,Moong,Rabi,4682,1522
2000,ANDHRA PRADESH                ,NELLORE,Onion,Whole year,51,712
2000,ANDHRA PRADESH                ,NELLORE,Other  Rabi pulses,Rabi,1778,875
2000,ANDHRA PRADESH                ,NELLORE,Other Kharif pulses,Kharif,127,54
2000,ANDHRA PRADESH                ,NELLORE,Ragi,Kharif,213,202
2000,ANDHRA PRADESH                ,NELLORE,Ragi,Rabi,626,867
2000,ANDHRA PRADESH                ,NELLORE,Rice,Kharif,55041,171563
